|     name |          ra |         dec |   mag | exposure | nexp | exptime |                   start |
|     HZ44 | 13:23:35.26 | +36:07:59.5 |  11.7 |     1x60 |  1.0 |    60.0 | 2019-05-04 10:19:00.000 |
|  2018hna | 12:26:12.05 | +58:18:51.1 |    18 |    4x300 |  4.0 |   300.0 | 2019-05-04 10:25:00.000 |
|  2019cxu | 13:05:30.09 | -08:45:52.7 |    20 |    2x600 |  2.0 |   600.0 | 2019-05-04 10:56:21.000 |
|  2018evt | 13:46:39.21 | -09:38:35.8 |    17 |    4x300 |  4.0 |   300.0 | 2019-05-04 11:23:28.000 |
|  2018bsz | 16:09:39.20 | -32:03:45.2 |    19 |    2x600 |  2.0 |   600.0 | 2019-05-04 11:54:49.000 |
|  2018giu | 20:27:49.22 | +09:54:51.9 | 20-21 |    2x900 |  2.0 |   900.0 | 2019-05-04 12:21:56.000 |
|  2018eog | 20:28:12.03 | -03:08:11.2 |    21 |   1x1200 |  1.0 |  1200.0 | 2019-05-04 12:59:03.000 |
|  2018bwr | 15:28:26.17 | +08:48:22.2 |    18 |    4x300 |  4.0 |   300.0 | 2019-05-04 13:24:03.000 |
| BD284211 | 21:51:11.02 | +28:51:50.4 |  10.7 |     1x30 |  1.0 |    30.0 | 2019-05-04 13:55:24.000 |
