|      name |          ra |         dec |  mag | exposure | nexp | exptime |                   start |
|   HD84937 | 09:48:56.09 | +13:44:39.3 |  8.3 |     1x60 |  1.0 |    60.0 | 2024-04-19 04:05:00.000 |
|      HZ44 | 13:23:35.26 | +36:07:59.5 | 11.7 |    1x240 |  1.0 |   240.0 | 2024-04-19 04:11:00.000 |
|   2024exw | 12:13:27.38 | +14:46:40.4 | 15.4 |    2x900 |  2.0 |   900.0 | 2024-04-19 04:20:00.000 |
|   2024ezl | 10:56:27.91 | +39:21:07.7 | 17.6 |   2x1200 |  2.0 |  1200.0 | 2024-04-19 04:58:15.000 |
|   2024bch | 10:21:50.20 | +56:55:36.1 | 15.4 |    2x900 |  2.0 |   900.0 | 2024-04-19 05:46:30.000 |
|   2024ehs | 10:53:00.52 | +17:34:21.5 | 14.9 |    2x600 |  2.0 |   600.0 | 2024-04-19 06:24:45.000 |
|   2023wrk | 11:28:39.17 | +58:33:12.7 | 18.2 |   3x1200 |  3.0 |  1200.0 | 2024-04-19 06:53:00.000 |
|    2024gy | 12:15:51.31 | +13:06:56.1 |   16 |    2x900 |  2.0 |   900.0 | 2024-04-19 08:04:30.000 |
|   2024btj | 11:39:14.44 | +56:15:38.6 | 17.5 |   2x1200 |  2.0 |  1200.0 | 2024-04-19 08:42:45.000 |
|   2024drv | 13:38:27.85 | +33:06:55.7 |   16 |    2x900 |  2.0 |   900.0 | 2024-04-19 09:31:00.000 |
|   2023ixf | 14:03:38.56 | +54:18:42.0 | 17.4 |   2x1200 |  2.0 |  1200.0 | 2024-04-19 10:09:15.000 |
|   2024cld | 15:50:21.61 | +18:56:21.1 |   17 |   2x1200 |  2.0 |  1200.0 | 2024-04-19 10:57:30.000 |
|  BD262606 | 14:49:02.35 | +25:42:09.1 |  9.7 |    1x135 |  1.0 |   135.0 | 2024-04-19 11:45:45.000 |
| BD33d2642 | 15:51:59.89 | +32:56:54.3 | 10.7 |    1x180 |  1.0 |   180.0 | 2024-04-19 11:53:00.000 |
|       end |    00:00:00 |  -90:00:00. |   99 |      1x1 |  1.0 |     1.0 | 2024-04-19 12:01:00.000 |
