|     name |          ra |         dec |   mag | exposure | nexp | exptime |                   start |
| Feige110 | 23:19:58.39 | -05:09:55.8 |  11.8 |     1x60 |  1.0 |    60.0 | 2024-10-26 04:52:16.899 |
|  2024pxl | 17:32:27.35 | +07:03:44.8 | 18.43 |    2x250 |  2.0 |   250.0 | 2024-10-26 04:58:16.899 |
|  2024ixo | 21:52:30.69 | +02:14:01.2 | 19.83 |    2x600 |  2.0 |   600.0 | 2024-10-26 05:14:51.899 |
|  2024seh | 21:55:50.90 | -03:05:23.2 | 19.64 |    2x600 |  2.0 |   600.0 | 2024-10-26 05:43:06.899 |
|  2023vyl | 23:20:29.66 | +17:13:16.3 |  21.5 |   3x1200 |  3.0 |  1200.0 | 2024-10-26 06:11:21.899 |
|  2024ryv | 00:25:29.99 | +20:14:34.9 | 18.14 |    3x100 |  3.0 |   100.0 | 2024-10-26 07:22:51.899 |
|  2024udy | 02:07:37.98 | +04:11:37.7 |    19 |    1x600 |  1.0 |   600.0 | 2024-10-26 07:39:21.899 |
|  2024wpp | 02:42:05.48 | -16:57:23.0 | 20.12 |   3x1000 |  3.0 |  1000.0 | 2024-10-26 07:54:21.899 |
|  2023rve | 02:46:18.13 | -30:14:22.2 |   >21 |   3x1100 |  3.0 |  1100.0 | 2024-10-26 08:55:51.899 |
| BD174708 | 22:11:31.37 | +18:05:34.2 |   9.2 |     1x10 |  1.0 |    10.0 | 2024-10-26 10:02:21.899 |
|      end |    00:00:00 |  -90:00:00. |    99 |      1x1 |  1.0 |     1.0 | 2024-10-26 10:07:31.899 |
